Name,Roaster,Price,Quantity,Roast_Level,Tasting_Notes,Desc,URL,Image_URL
DARJEELING FIRST FLUSH TEA (SFTGFOP1 CH ),Devans,330.0,100g,,citrus around the edges,"Darjeeling First Flush SFTGFOP1 CH  
  Super fine tippy golden flowery orange pekoe 1 - Clonal Delight Grade   
  Black Tea Spring Harvest- March-April 2025  
  Darjeeling First Flush tea especially roasted for DEVANS from Giddapahar tea estate.  
  Fresh Harvest - April    2025  
  Giddapahar tea garden is located on the Kurseong valley in Darjeeling. The tea bushes grow at an elevation from 4500 to 5200 feet from the sea level. This tea estate is known for its exquisite and characteristic Darjeeling teas grown from century old China bushes. Especially roasted for Devan’s - this is the First Pick of the year 2025.  
   Directly sourced from the Tea Garden in Darjeeling. Small lot, unique, especially roasted for Devans. 
  First Flush is defined as the very first picking of a tea plant’s harvest season. The new leaves plucked during First Flush are the youngest and most tender part of the tea plant and are said to yield the purest and freshest cup of tea. Each additional Flush produces a different flavour and aroma as the growing season for that tea plant progresses.  
  This first flush is of a superior grade and has undergone minimal oxidation which ensures the natural sweetness, freshness and flavours are retained, while giving the tea a mellow and smooth cup. There is a hint of floral fruitiness that reveals itself, with subtle notes of citrus around the edges. The lingering sweetness towards the end stays with you for quite some time.",https://www.devans.in/products/darjeeling-first-flush-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/021.jpg?v=1622198625
DARJEELING FIRST FLUSH TEA (SFTGFOP1 CH ),Devans,825.0,250g,,citrus around the edges,"Darjeeling First Flush SFTGFOP1 CH  
  Super fine tippy golden flowery orange pekoe 1 - Clonal Delight Grade   
  Black Tea Spring Harvest- March-April 2025  
  Darjeeling First Flush tea especially roasted for DEVANS from Giddapahar tea estate.  
  Fresh Harvest - April    2025  
  Giddapahar tea garden is located on the Kurseong valley in Darjeeling. The tea bushes grow at an elevation from 4500 to 5200 feet from the sea level. This tea estate is known for its exquisite and characteristic Darjeeling teas grown from century old China bushes. Especially roasted for Devan’s - this is the First Pick of the year 2025.  
   Directly sourced from the Tea Garden in Darjeeling. Small lot, unique, especially roasted for Devans. 
  First Flush is defined as the very first picking of a tea plant’s harvest season. The new leaves plucked during First Flush are the youngest and most tender part of the tea plant and are said to yield the purest and freshest cup of tea. Each additional Flush produces a different flavour and aroma as the growing season for that tea plant progresses.  
  This first flush is of a superior grade and has undergone minimal oxidation which ensures the natural sweetness, freshness and flavours are retained, while giving the tea a mellow and smooth cup. There is a hint of floral fruitiness that reveals itself, with subtle notes of citrus around the edges. The lingering sweetness towards the end stays with you for quite some time.",https://www.devans.in/products/darjeeling-first-flush-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/021.jpg?v=1622198625
DARJEELING MIST QUEEN (Second Flush Tea TGFOP Grade),Devans,280.0,100g,,It leaves a floral and fresh aftertaste.,"Darjeeling Second Flush tea especially roasted for DEVANS from Giddapahar tea estate. 
 Black Tea Summer Harvest - June 2025 
 Giddapahar tea garden is located on the Kurseong valley in Darjeeling. The tea bushes grow at an elevation from 4500 to 5200 feet from the sea level. This tea estate is known for its exquisite and characteristic Darjeeling teas grown from century old China bushes. Especially roasted for Devan’s this is the second flush tea from their garden. Muscatel, slightly astringent, flavourful, and mellow to taste. It leaves a floral and fresh aftertaste. Straight from their tea estate, this tea is of high grade whole leaf.",https://www.devans.in/products/devans-darjeeling-mist-queen-second-flush-tea-gop-grade,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Untitleddesign_158994ef-cb46-4974-9d87-874691f9d995.png?v=1624263669
DARJEELING MIST QUEEN (Second Flush Tea TGFOP Grade),Devans,700.0,250g,,It leaves a floral and fresh aftertaste.,"Darjeeling Second Flush tea especially roasted for DEVANS from Giddapahar tea estate. 
 Black Tea Summer Harvest - June 2025 
 Giddapahar tea garden is located on the Kurseong valley in Darjeeling. The tea bushes grow at an elevation from 4500 to 5200 feet from the sea level. This tea estate is known for its exquisite and characteristic Darjeeling teas grown from century old China bushes. Especially roasted for Devan’s this is the second flush tea from their garden. Muscatel, slightly astringent, flavourful, and mellow to taste. It leaves a floral and fresh aftertaste. Straight from their tea estate, this tea is of high grade whole leaf.",https://www.devans.in/products/devans-darjeeling-mist-queen-second-flush-tea-gop-grade,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Untitleddesign_158994ef-cb46-4974-9d87-874691f9d995.png?v=1624263669
DARJEELING ORGANIC TEA,Devans,330.0,100g,,"This black tea is the second flush of this year’s season 2025, leaves have a subtle floral fragrance, makes a light bodied brew and has a balance of sweetness and astringency that’s smooth for the taste buds.","Organic, sustainable farming has minimal impact on the environment. This Darjeeling Tea is sourced from the finest eco friendly tea gardens of India using ethical standards. This black tea is the second flush of this year’s season 2025, leaves have a subtle floral fragrance, makes a light bodied brew and has a balance of sweetness and astringency that’s smooth for the taste buds. It’s a complete delight in the cup.",https://www.devans.in/products/darjeeling-organic-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/035.jpg?v=1622198565
DARJEELING ORGANIC TEA,Devans,825.0,250g,,"This black tea is the second flush of this year’s season 2025, leaves have a subtle floral fragrance, makes a light bodied brew and has a balance of sweetness and astringency that’s smooth for the taste buds.","Organic, sustainable farming has minimal impact on the environment. This Darjeeling Tea is sourced from the finest eco friendly tea gardens of India using ethical standards. This black tea is the second flush of this year’s season 2025, leaves have a subtle floral fragrance, makes a light bodied brew and has a balance of sweetness and astringency that’s smooth for the taste buds. It’s a complete delight in the cup.",https://www.devans.in/products/darjeeling-organic-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/035.jpg?v=1622198565
DARJEELING WHITE TEA,Devans,1200.0,100g,Dark Roast,"tropical fruits, toasted nuts with hint of woody spice","Darjeeling White tea is packed with antioxidants, which makes it an incredibly healthy    tea. The tea has long, rolled dark olive green leaves with pale green buds, resembling white flowers. Aroma has sweet notes of tropical fruits, toasted nuts with hint of woody spice. Tastes crisp and bright in the cup.",https://www.devans.in/products/darjeeling-white-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG_2165.jpg?v=1689921155
DARJEELING WHITE TEA,Devans,3000.0,250g,Dark Roast,"tropical fruits, toasted nuts with hint of woody spice","Darjeeling White tea is packed with antioxidants, which makes it an incredibly healthy    tea. The tea has long, rolled dark olive green leaves with pale green buds, resembling white flowers. Aroma has sweet notes of tropical fruits, toasted nuts with hint of woody spice. Tastes crisp and bright in the cup.",https://www.devans.in/products/darjeeling-white-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG_2165.jpg?v=1689921155
Devans Gift card,Devans,500.0,500,,,"Shopping for someone else but not sure what to give?Give them the gift of choice with a gift card.Gift cards are delivered by email and contain redemption instructions.
 
Key Features:
Flexibility: Redeemable on all products at Devans, including freshly roasted coffee beans, brewing equipment, and more. 
Customizable Amounts: Available in various denominations to suit your gifting needs. Hassle-Free: Delivered instantly via email, ready to use at checkout.",https://www.devans.in/products/gift-card,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/1758366066Front_0bb353d3-ab7c-4fa6-8f81-248076306955.png?v=1758381254
Devans Gift card,Devans,1000.0,"1,000",,,"Shopping for someone else but not sure what to give?Give them the gift of choice with a gift card.Gift cards are delivered by email and contain redemption instructions.
 
Key Features:
Flexibility: Redeemable on all products at Devans, including freshly roasted coffee beans, brewing equipment, and more. 
Customizable Amounts: Available in various denominations to suit your gifting needs. Hassle-Free: Delivered instantly via email, ready to use at checkout.",https://www.devans.in/products/gift-card,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/1758366066Front_0bb353d3-ab7c-4fa6-8f81-248076306955.png?v=1758381254
Devans Gift card,Devans,1500.0,1500,,,"Shopping for someone else but not sure what to give?Give them the gift of choice with a gift card.Gift cards are delivered by email and contain redemption instructions.
 
Key Features:
Flexibility: Redeemable on all products at Devans, including freshly roasted coffee beans, brewing equipment, and more. 
Customizable Amounts: Available in various denominations to suit your gifting needs. Hassle-Free: Delivered instantly via email, ready to use at checkout.",https://www.devans.in/products/gift-card,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/1758366066Front_0bb353d3-ab7c-4fa6-8f81-248076306955.png?v=1758381254
Devans Gift card,Devans,2000.0,"2,000",,,"Shopping for someone else but not sure what to give?Give them the gift of choice with a gift card.Gift cards are delivered by email and contain redemption instructions.
 
Key Features:
Flexibility: Redeemable on all products at Devans, including freshly roasted coffee beans, brewing equipment, and more. 
Customizable Amounts: Available in various denominations to suit your gifting needs. Hassle-Free: Delivered instantly via email, ready to use at checkout.",https://www.devans.in/products/gift-card,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/1758366066Front_0bb353d3-ab7c-4fa6-8f81-248076306955.png?v=1758381254
Devans Gift card,Devans,2500.0,"2,500",,,"Shopping for someone else but not sure what to give?Give them the gift of choice with a gift card.Gift cards are delivered by email and contain redemption instructions.
 
Key Features:
Flexibility: Redeemable on all products at Devans, including freshly roasted coffee beans, brewing equipment, and more. 
Customizable Amounts: Available in various denominations to suit your gifting needs. Hassle-Free: Delivered instantly via email, ready to use at checkout.",https://www.devans.in/products/gift-card,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/1758366066Front_0bb353d3-ab7c-4fa6-8f81-248076306955.png?v=1758381254
Devans Gift card,Devans,3000.0,"3,000",,,"Shopping for someone else but not sure what to give?Give them the gift of choice with a gift card.Gift cards are delivered by email and contain redemption instructions.
 
Key Features:
Flexibility: Redeemable on all products at Devans, including freshly roasted coffee beans, brewing equipment, and more. 
Customizable Amounts: Available in various denominations to suit your gifting needs. Hassle-Free: Delivered instantly via email, ready to use at checkout.",https://www.devans.in/products/gift-card,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/1758366066Front_0bb353d3-ab7c-4fa6-8f81-248076306955.png?v=1758381254
Devans Gift card,Devans,3500.0,"3,500",,,"Shopping for someone else but not sure what to give?Give them the gift of choice with a gift card.Gift cards are delivered by email and contain redemption instructions.
 
Key Features:
Flexibility: Redeemable on all products at Devans, including freshly roasted coffee beans, brewing equipment, and more. 
Customizable Amounts: Available in various denominations to suit your gifting needs. Hassle-Free: Delivered instantly via email, ready to use at checkout.",https://www.devans.in/products/gift-card,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/1758366066Front_0bb353d3-ab7c-4fa6-8f81-248076306955.png?v=1758381254
Devans Gift card,Devans,4000.0,"4,000",,,"Shopping for someone else but not sure what to give?Give them the gift of choice with a gift card.Gift cards are delivered by email and contain redemption instructions.
 
Key Features:
Flexibility: Redeemable on all products at Devans, including freshly roasted coffee beans, brewing equipment, and more. 
Customizable Amounts: Available in various denominations to suit your gifting needs. Hassle-Free: Delivered instantly via email, ready to use at checkout.",https://www.devans.in/products/gift-card,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/1758366066Front_0bb353d3-ab7c-4fa6-8f81-248076306955.png?v=1758381254
DEVANS NATRAJ COFFEE ( 70% coffee + 30% chicory),Devans,250.0,250g,,Devans Natraj blend has 70% coffee and 30% chicory,"Our Natraj coffee is a blend of coffee and chicory. Chicory plant has a single, long and thick root which is dried, roasted, ground and blended with coffee. It gives a more ""roasted"" flavor and thickness to the coffee. 
 
  Tasting Notes 
 
  Devans Natraj blend has 70% coffee and 30% chicory. This coffee is ideally made in traditional South Indian drip filters. Strong, bittersweet cup of coffee enjoyed by our South Indian traditionalists.",https://www.devans.in/products/devans-natraj-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/001.jpg?v=1712579422
DEVANS NATRAJ COFFEE ( 70% coffee + 30% chicory),Devans,500.0,500g,,Devans Natraj blend has 70% coffee and 30% chicory,"Our Natraj coffee is a blend of coffee and chicory. Chicory plant has a single, long and thick root which is dried, roasted, ground and blended with coffee. It gives a more ""roasted"" flavor and thickness to the coffee. 
 
  Tasting Notes 
 
  Devans Natraj blend has 70% coffee and 30% chicory. This coffee is ideally made in traditional South Indian drip filters. Strong, bittersweet cup of coffee enjoyed by our South Indian traditionalists.",https://www.devans.in/products/devans-natraj-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/001.jpg?v=1712579422
DEVANS PREMIUM BLEND,Devans,425.0,250g,,Premium blend has achieved a fine balance by combining the delicate smoothness of Arabica with the heartiness of Robusta,"Indian Robusta beans are characterized by its woody and earthy flavors. It has lower acidity and heavier mouthfeel. It is traditionally blended with Arabica to achieve an excellent body. We at Devans have achieved the art of roasting and blending Arabica and Robusta coffee beans to create this sensational Premium blend. 
 
  Tasting Notes 
 
  Premium blend has achieved a fine balance by combining the delicate smoothness of Arabica with the heartiness of Robusta. Sublime and compact, this blend has a dash of acidity.",https://www.devans.in/products/devans-premium-blend-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/006_3.jpg?v=1712579469
DEVANS PREMIUM BLEND,Devans,850.0,500g,,Premium blend has achieved a fine balance by combining the delicate smoothness of Arabica with the heartiness of Robusta,"Indian Robusta beans are characterized by its woody and earthy flavors. It has lower acidity and heavier mouthfeel. It is traditionally blended with Arabica to achieve an excellent body. We at Devans have achieved the art of roasting and blending Arabica and Robusta coffee beans to create this sensational Premium blend. 
 
  Tasting Notes 
 
  Premium blend has achieved a fine balance by combining the delicate smoothness of Arabica with the heartiness of Robusta. Sublime and compact, this blend has a dash of acidity.",https://www.devans.in/products/devans-premium-blend-coffee,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/006_3.jpg?v=1712579469
DEVANS PREMIUM BLEND (WHOLE SALE),Devans,15500.0,10kg,,Premium blend has achieved a fine balance by combining the delicate smoothness of Arabica with the heartiness of Robusta,"Stand up pouches with round bottom gusset. 1 kg Matt silver with zipper and with one way freshness valve. 
   
 Indian Robusta beans are characterized by its woody and earthy flavors. It has lower acidity and heavier mouthfeel. It is traditionally blended with Arabica to achieve an excellent body. We at Devans have achieved the art of roasting and blending Arabica and Robusta coffee beans to create this sensational Premium blend. 
 Tasting Notes 
 Premium blend has achieved a fine balance by combining the delicate smoothness of Arabica with the heartiness of Robusta. Sublime and compact, this blend has a dash of acidity.",https://www.devans.in/products/devans-premium-blend-whole-sale,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/Untitleddesign_45.png?v=1758720907
Dip n Sip Coffee Bags -  (LODHI BLEND),Devans,600.0,,Medium Roast,"Medium body, aromatic, citrusy acidity &amp; earthy undertones.","No machine or equipment required. 
 Box contains 10 coffee bags of our Lodhi Blend. 
 Place the brew bag in a cup and pour 200 ml of hot water. Brew for 3-4 minutes, remove the bag, add milk or sugar to taste or drink it black ! 
 Blend of Indian Arabica coffees, created to give a medium to strong cup of coffee. Medium body, aromatic, citrusy acidity &amp; earthy undertones.",https://www.devans.in/products/coffee-dip-sip-bags,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/DSC03276.jpg?v=1736230133
Dip n Sip Coffee Bags - VIENNESE BLEND,Devans,600.0,,Medium Roast,"Medium body, aromatic, citrusy acidity &amp; earthy undertones.","No machine or equipment required. 
 Box contains 10 coffee bags of our VIENNESE Blend. 
 Place the brew bag in a cup and pour 200 ml of hot water. Brew for 3-4 minutes, remove the bag, add milk or sugar to taste or drink it black ! 
 Blend of Indian Arabica coffees, created to give a medium to strong cup of coffee. Medium body, aromatic, citrusy acidity &amp; earthy undertones.",https://www.devans.in/products/viennese-blend-1,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/DSC03278.jpg?v=1736230160
Drip Bags for Coffee,Devans,150.0,,,,"Pack of five disposable drip coffee filter bags 
 You can enjoy a good cup of coffee without using any machine.  Bags come with paper hangers on both sides that fit most cups n mugs. These are empty bags, fill it with fresh ground coffee of your choice.  Each bag makes 1 cup of coffee. 
 Once you finish making coffee simply dispose off the filter bags.",https://www.devans.in/products/drip-bag,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/dipper-850x850.jpg?v=1619419087
EARL GREY TEA,Devans,225.0,100g,,"This tea is infused with bergamot flavour to give you a smooth, caramel, malty and a refreshing cup of tea.","The combination of black tea with bergamot creates an invigorating and refreshing drink, and a delicious alternative to a plain black tea.   
  This tea is infused with bergamot flavour to give you a smooth, caramel, malty and a refreshing cup of tea. Makes an intense, dark brew, can be had hot or cold with a little sweetener.",https://www.devans.in/products/earl-grey-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/025.jpg?v=1622197987
EARL GREY TEA,Devans,560.0,250g,,"This tea is infused with bergamot flavour to give you a smooth, caramel, malty and a refreshing cup of tea.","The combination of black tea with bergamot creates an invigorating and refreshing drink, and a delicious alternative to a plain black tea.   
  This tea is infused with bergamot flavour to give you a smooth, caramel, malty and a refreshing cup of tea. Makes an intense, dark brew, can be had hot or cold with a little sweetener.",https://www.devans.in/products/earl-grey-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/025.jpg?v=1622197987
Espresso Cup 100 ml (0.1 litre),Devans,450.0,,,,"Fine White porcelain espresso cups with saucer can hold upto 100 ml of your favourite beverage. Dishwasher safe, microwave safe and makes a good gift too.  The cup has our logo of Devan’s printed on it in black.  
  Measures : 6 cm in top diameter and 7 cm in height,   saucer diameter is 12 cm.",https://www.devans.in/products/devans-espresso-cup,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/IMG_2551.jpg?v=1624343503
ETHIOPIAN DJIMMAH JASMINE COFFEE,Devans,700.0,100g,Light Roast,fruit and cocoa,"Good body and pleasant aroma with notes of fruit and cocoa. The aftertaste is reminiscent of cereals, and has and the slight astringency that characterizes this quality  
     
  Djimmah is grown in the Illubabor and Kaffa regions of Ethiopia at elevations from 4,400 to 6,000 feet above sea level within the biggest catchment area in Ethiopia, an area that produces and exports about 60,000 tons of coffee each year. Djimmah is also called Jimma Coffee. A unique coffee thought to be the variety closest in flavour to the original wild plant. This is an ideal climate and the plants are well protected by the larger forest trees which provide shade from the midday sun and preserve the moisture in the soil.   
  Coffee from Ethiopia is known for its bright fruited and floral flavours. These coffees typically have a higher acidity, light to medium body and complex flavour notes.",https://www.devans.in/products/euthopian,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG20240410124737-01.jpg?v=1736165950
ETHIOPIAN DJIMMAH JASMINE COFFEE,Devans,1750.0,250g,Light Roast,fruit and cocoa,"Good body and pleasant aroma with notes of fruit and cocoa. The aftertaste is reminiscent of cereals, and has and the slight astringency that characterizes this quality  
     
  Djimmah is grown in the Illubabor and Kaffa regions of Ethiopia at elevations from 4,400 to 6,000 feet above sea level within the biggest catchment area in Ethiopia, an area that produces and exports about 60,000 tons of coffee each year. Djimmah is also called Jimma Coffee. A unique coffee thought to be the variety closest in flavour to the original wild plant. This is an ideal climate and the plants are well protected by the larger forest trees which provide shade from the midday sun and preserve the moisture in the soil.   
  Coffee from Ethiopia is known for its bright fruited and floral flavours. These coffees typically have a higher acidity, light to medium body and complex flavour notes.",https://www.devans.in/products/euthopian,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG20240410124737-01.jpg?v=1736165950
Gift Box - Barrel 100 g,Devans,500.0,,,,"Empty wooden barrel shape wooden gift box for 100 g coffee. 
 Dimension: 12 cm in height , 10 cm width  
 storage capacity- 100 g",https://www.devans.in/products/gift-box-barrel-100-g,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/W-3512.jpg?v=1746424024
Gift Box Wooden 250 g,Devans,1100.0,,,,"Empty wooden Box  
 This wooden box is made for 250 g of coffee beans / powder. Brass inlay work on both sides - front and back - with Devan’s written on one side and Coffee on the other. 
 Dimensions of the box :  
 Length - 13 cm , Width - 9 cm , Height - 15 cm",https://www.devans.in/products/gift-box-wooden-250-g,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/013.jpg?v=1746173407
Gift Box Wooden 500 g,Devans,1400.0,,,,"Empty wooden Box  
 This wooden box is made for 500 g of coffee beans / powder. Brass inlay work on both sides - front and back - with Devan’s written on one side and Coffee on the other. 
 Dimensions of the box :  
 Length - 13 cm , Width - 9 cm , Height - 23 cm",https://www.devans.in/products/gift-box-wooden-500-g,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/013.jpg?v=1746173407
GREEN TEA WITH MIXED FRUIT FLAVOUR,Devans,225.0,100g,,"Normally flavored teas have black tea as it's base, we chose Green tea leaves to infuse with mixed fruit flavor for a delicious and refreshing cup of tea.","Normally flavored teas have black tea as it's base, we chose Green tea leaves to infuse with mixed fruit flavor for a delicious and refreshing cup of tea. Assam green tea leaves are tightly-rolled, with blackish brown hues, and a few olive green and brown flakes. The smooth yet brisk liquor has a rich mouthfeel and a smooth texture.  
  Makes a lively fruity iced tea or a warm soothing tea to be had without milk.",https://www.devans.in/products/green-tea-with-mixed-fruit-flavour,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/036.jpg?v=1622198299
GREEN TEA WITH MIXED FRUIT FLAVOUR,Devans,560.0,250g,,"Normally flavored teas have black tea as it's base, we chose Green tea leaves to infuse with mixed fruit flavor for a delicious and refreshing cup of tea.","Normally flavored teas have black tea as it's base, we chose Green tea leaves to infuse with mixed fruit flavor for a delicious and refreshing cup of tea. Assam green tea leaves are tightly-rolled, with blackish brown hues, and a few olive green and brown flakes. The smooth yet brisk liquor has a rich mouthfeel and a smooth texture.  
  Makes a lively fruity iced tea or a warm soothing tea to be had without milk.",https://www.devans.in/products/green-tea-with-mixed-fruit-flavour,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/036.jpg?v=1622198299
"Hario V60 Paper Coffee Filters, Size 02, 100 Count, Natural",Devans,560.0,,,,"Capacity is one to three cups   
    Easy To Use   
   Color : Natural   
   Dimensions (L X W X H) : 53.3Cm X 35.6Cm X 61Cm   
 
 
 
 Material: Paper, Brand: Hario, Shape: Cone, Quantity: 100, Net quantity: 100.00 count, manufacturer: Hario 
   
 These are one time use filter bags. Contains 100 disposable bags. It fits the cone shaped size 02 Dripper.",https://www.devans.in/products/hario-v60-paper-coffee-filters-size-02-100-count-natural,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG_2786.jpg?v=1713350914
"Hario V60 Plastic Coffee Dripper (Size 02, White)",Devans,850.0,,,,"Practical capacity of 1-4 cups; Pour-over manual brewing method allows you to choose your ideal brew time and temperature, ensuring a perfect cup of coffee.   
  Spiral ribs made of FDA-approved food-safe plastic certified by approved laboratories allows for maximum coffee expansion.   
  Because our plastic does not contain any harmful substances, it is safe even in the case of any melting. Large single hole can change coffee taste according to the speed of water flow.   
  The plastic material is heat resistant to 100 degrees C (boiling water), but at sustained temperatures at these levels does begin to show slight deformations. Made in Japan per regulations, we are required to list the temperature 10 degrees C below the point at which there is any sort of deformation (hence 90 degrees C in our user manuals). Made in Japan",https://www.devans.in/products/hario-v60-plastic-coffee-dripper-size-02-white,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/Untitleddesign_34.png?v=1713351062
"Hario V60 Plastic Coffee Dripper, Size 2, Red",Devans,850.0,,,,"Sturdy, lightweight pour-over coffeemaker, perfect for travel   
  Manual brewing method allows you to choose your ideal brew time and temperature, ensuring a perfect cup of coffee   
  Coffee flows through the cone directly into your cup or coffee pot   
  The V60 coffee dripper controls the flow, timing and temperature of the water   
  Professional Experience. Size 01: 1-2 cups, Size 02: 1-4 cups, Size 03: 1-6 cups",https://www.devans.in/products/hario-v60-plastic-coffee-dripper-size-2-red,https://cdn.shopify.com/s/files/1/0561/6071/4931/files/IMG_2783.jpg?v=1713350914
HIBISCUS FLOWERS,Devans,420.0,100g,,"It has sweet and tart flavors, similar to cranberry, and may be consumed hot or cold.","Hibiscus tea, made from dried parts of the hibiscus plant, is deep red in color. It has sweet and tart flavors, similar to cranberry, and may be consumed hot or cold. Hibiscus tea is naturally calorie and caffeine-free. It has high levels of antioxidants and is consumed the world over for its health benefits.",https://www.devans.in/products/devans-hibiscus-flowers,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Untitleddesign_1.png?v=1624263683
HIBISCUS FLOWERS,Devans,970.0,250g,,"It has sweet and tart flavors, similar to cranberry, and may be consumed hot or cold.","Hibiscus tea, made from dried parts of the hibiscus plant, is deep red in color. It has sweet and tart flavors, similar to cranberry, and may be consumed hot or cold. Hibiscus tea is naturally calorie and caffeine-free. It has high levels of antioxidants and is consumed the world over for its health benefits.",https://www.devans.in/products/devans-hibiscus-flowers,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/Untitleddesign_1.png?v=1624263683
JAPANESE MATCHA GREEN TEA,Devans,600.0,50g,,,"Matcha is finely ground powder of specially grown and processed green tea leaves, traditionally consumed in East Asia. The green tea plants used for matcha are shade-grown for three to four weeks before harvest and the stems and veins are removed during processing.   
  This is all natural, pure, gluten-free and vegan.  
  Matcha tea, unique to Japan is a finely ground powder of green tea leaves.   Loaded with antioxidants, it’s health benefits are unparalleled. With a rich and vibrant green colour, the dry matcha powder is deeply aromatic and gives off an earthy aroma of fresh mountainous spring greens.",https://www.devans.in/products/matcha-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/024.jpg?v=1622198246
JAPANESE MATCHA GREEN TEA,Devans,1200.0,100g,,,"Matcha is finely ground powder of specially grown and processed green tea leaves, traditionally consumed in East Asia. The green tea plants used for matcha are shade-grown for three to four weeks before harvest and the stems and veins are removed during processing.   
  This is all natural, pure, gluten-free and vegan.  
  Matcha tea, unique to Japan is a finely ground powder of green tea leaves.   Loaded with antioxidants, it’s health benefits are unparalleled. With a rich and vibrant green colour, the dry matcha powder is deeply aromatic and gives off an earthy aroma of fresh mountainous spring greens.",https://www.devans.in/products/matcha-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/024.jpg?v=1622198246
JAPANESE MATCHA GREEN TEA,Devans,3000.0,250g,,,"Matcha is finely ground powder of specially grown and processed green tea leaves, traditionally consumed in East Asia. The green tea plants used for matcha are shade-grown for three to four weeks before harvest and the stems and veins are removed during processing.   
  This is all natural, pure, gluten-free and vegan.  
  Matcha tea, unique to Japan is a finely ground powder of green tea leaves.   Loaded with antioxidants, it’s health benefits are unparalleled. With a rich and vibrant green colour, the dry matcha powder is deeply aromatic and gives off an earthy aroma of fresh mountainous spring greens.",https://www.devans.in/products/matcha-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/024.jpg?v=1622198246
JASMINE PEARL GREEN TEA,Devans,1100.0,100g,,The tea when steeped makes a smooth green tea with an intense aroma of jasmine flowers.,Finest Green tea leaves are hand rolled tightly before it’s infused with jasmine flowers for long hours. The tea when steeped makes a smooth green tea with an intense aroma of jasmine flowers. The leaves open up and blossom beautifully in the cup to produce an exquisitely fragrant tea.,https://www.devans.in/products/jasmine-pearl-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/462E34D9-1DD0-4FB0-B30C-85752B78C4D7.jpg?v=1633349883
JASMINE PEARL GREEN TEA,Devans,2650.0,250g,,The tea when steeped makes a smooth green tea with an intense aroma of jasmine flowers.,Finest Green tea leaves are hand rolled tightly before it’s infused with jasmine flowers for long hours. The tea when steeped makes a smooth green tea with an intense aroma of jasmine flowers. The leaves open up and blossom beautifully in the cup to produce an exquisitely fragrant tea.,https://www.devans.in/products/jasmine-pearl-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/462E34D9-1DD0-4FB0-B30C-85752B78C4D7.jpg?v=1633349883
KASHMIRI KAHWA (Indian Green Tea Mixed with Whole Spice),Devans,250.0,100g,,warm soothing traditional beverage,"More popular in the Kashmir valley, Kahwa is a traditional green tea preparation made with exotic spices. This fragrant tea has green tea leaves blended with whole spices like cinnamon and cardamom. Dark olive green in the cup, aroma is a refreshing mix of herbs and spices. You can add fresh slices of almonds and saffron for a rich authentic taste of warm soothing traditional beverage.",https://www.devans.in/products/kashmir-kahwa-tea,https://cdn.shopify.com/s/files/1/0561/6071/4931/products/028.jpg?v=1622198208
