Name,Roaster,Price,Quantity,Roast_Level,Tasting_Notes,Desc,URL
Balanoor Plantations  Kents (Washed)  Chikmagalur      Cold Brew,bloomcoffeeroasters,650.0,250 gms,Medium Roast,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    Whole Beans,bloomcoffeeroasters,700.0,250gms,,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    Aeropress,bloomcoffeeroasters,700.0,250gms,,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    Channi,bloomcoffeeroasters,700.0,250gms,,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    Chemex,bloomcoffeeroasters,700.0,250gms,,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    Espresso,bloomcoffeeroasters,700.0,250gms,,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    French Press,bloomcoffeeroasters,700.0,250gms,,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    Moka Pot,bloomcoffeeroasters,700.0,250gms,,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    Pour Over,bloomcoffeeroasters,700.0,250gms,,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    South Indian Filter,bloomcoffeeroasters,700.0,250gms,,,,
Harley Estate  Vienna Roast (Naturals)  Sakleshpur    Cold Brew,bloomcoffeeroasters,700.0,250gms,,,,
BCR  Sample Pack,Bloom Coffee Roasters,700.0,,Light Roast,,,
Meera  Medium     Whole Beans,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
