Name,Roaster,Price,Quantity,Roast_Level,Tasting_Notes,Desc,URL
Meera  Medium     Aeropress,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
Meera  Medium     Channi,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
Meera  Medium     Chemex,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
Meera  Medium     Cold Brew,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
Meera  Medium     Espresso,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
Meera  Medium     French Press,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
Meera  Medium     Moka Pot,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
Meera  Medium     Pour Over,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
Meera  Medium     South Indian Filter,bloomcoffeeroasters,2200.0,1 kg,Light Roast,,,
Meera  Medium     Whole Beans,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Meera  Medium     Aeropress,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Meera  Medium     Channi,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Meera  Medium     Chemex,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Meera  Medium     Cold Brew,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Meera  Medium     Espresso,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Meera  Medium     French Press,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Meera  Medium     Moka Pot,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Meera  Medium     Pour Over,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Meera  Medium     South Indian Filter,bloomcoffeeroasters,700.0,250 gms,Light Roast,,,
Hoysala Estate  Washed  Chikmagalur      Whole Beans,bloomcoffeeroasters,675.0,250gms,Light Roast,,,
Hoysala Estate  Washed  Chikmagalur      Aeropress,bloomcoffeeroasters,675.0,250gms,Light Roast,,,
Hoysala Estate  Washed  Chikmagalur      Channi,bloomcoffeeroasters,675.0,250gms,Light Roast,,,
Hoysala Estate  Washed  Chikmagalur      Espresso,bloomcoffeeroasters,675.0,250gms,Light Roast,,,
Hoysala Estate  Washed  Chikmagalur      French Press,bloomcoffeeroasters,675.0,250gms,Light Roast,,,
Hoysala Estate  Washed  Chikmagalur      Moka Pot,bloomcoffeeroasters,675.0,250gms,Light Roast,,,
Hoysala Estate  Washed  Chikmagalur      Pour Over,bloomcoffeeroasters,675.0,250gms,Light Roast,,,
Hoysala Estate  Washed  Chikmagalur      South Indian Filter,bloomcoffeeroasters,675.0,250gms,Light Roast,,,
Hoysala Estate  Washed  Chikmagalur      Cold Brew,bloomcoffeeroasters,675.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      Whole Beans,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      Aeropress,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      Channi,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      Chemex,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      Espresso,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      French Press,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      Moka Pot,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      Pour Over,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      South Indian Filter,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Anai Kadu  Naturals  Coorg      Cold Brew,bloomcoffeeroasters,700.0,250gms,Light Roast,,,
Hoysala Estate  Naturals  Chikmagalur      Whole Beans,bloomcoffeeroasters,750.0,250gms,Light Roast,,,
Hoysala Estate  Naturals  Chikmagalur      Aeropress,bloomcoffeeroasters,750.0,250gms,Light Roast,,,
Hoysala Estate  Naturals  Chikmagalur      Channi,bloomcoffeeroasters,750.0,250gms,Light Roast,,,
Hoysala Estate  Naturals  Chikmagalur      Espresso,bloomcoffeeroasters,750.0,250gms,Light Roast,,,
Hoysala Estate  Naturals  Chikmagalur      French Press,bloomcoffeeroasters,750.0,250gms,Light Roast,,,
Hoysala Estate  Naturals  Chikmagalur      Moka Pot,bloomcoffeeroasters,750.0,250gms,Light Roast,,,
Hoysala Estate  Naturals  Chikmagalur      Pour Over,bloomcoffeeroasters,750.0,250gms,Light Roast,,,
Hoysala Estate  Naturals  Chikmagalur      South Indian Filter,bloomcoffeeroasters,750.0,250gms,Light Roast,,,
Hoysala Estate  Naturals  Chikmagalur      Cold Brew,bloomcoffeeroasters,750.0,250gms,Light Roast,,,
Shakti  The Filter Coffee Blend      Whole Beans,bloomcoffeeroasters,1800.0,1Kg,Dark Roast,,,
Shakti  The Filter Coffee Blend      Aeropress,bloomcoffeeroasters,1800.0,1Kg,Dark Roast,,,
Shakti  The Filter Coffee Blend      Channi,bloomcoffeeroasters,1800.0,1Kg,Dark Roast,,,
Shakti  The Filter Coffee Blend      Chemex,bloomcoffeeroasters,1800.0,1Kg,Dark Roast,,,
Shakti  The Filter Coffee Blend      Cold Brew,bloomcoffeeroasters,1800.0,1Kg,Dark Roast,,,
