roaster,name,price,currency,description,product_url,image_url,variant_prices,roast_type
Dream Hill Coffee,"Monsoon Mist – Dark Roast (250g, Single Origin, 100% Arabica Coffee)",₹ 620.00 Original price was: ₹620.00. ₹ 580.00 Current price is: ₹580.00.,₹,"Awaken your senses to the mystique of a monsoon morning with Monsoon Mist Bright, Dream Hill Coffee’s exceptional dark roast. Dive into the depths of dark chocolate, toasted nuts, and subtle spices in each sip. Ethically sourced and masterfully roasted, it’s the perfect companion for rainy-day reflections.",https://dreamhillcoffee.com/product/monsoon-mist-dark-roast-coffee/,https://dreamhillcoffee.com/wp-content/uploads/2023/09/6bda35ca-a1c1-48e0-9099-ce11e71fc406-e1760162420457.jpg,250g,
Dream Hill Coffee,"Autumn Bright – Medium Roast (250g, Single Origin, 100% Arabica Coffee)",₹ 620.00 Original price was: ₹620.00. ₹ 580.00 Current price is: ₹580.00.,₹,"Embrace the cozy embrace of autumn with Autumn Bright, Dream Hill Coffee’s medium roast masterpiece. Savor the caramel, grapefruit, toasted almonds, and a subtle undertone of maple syrup in every sip. Ethically sourced and expertly roasted, it’s the perfect way to capture the essence of fall, one cup at a time.",https://dreamhillcoffee.com/product/autumn-bright-medium-roast-coffee/,https://dreamhillcoffee.com/wp-content/uploads/2023/09/1-1.png,250g,
Dream Hill Coffee,"Spring Bloom – Medium-Dark Roast (250g, Single Origin, 100% Arabica Coffee)",₹ 620.00 Original price was: ₹620.00. ₹ 580.00 Current price is: ₹580.00.,₹,"Indulge in the awakening beauty of spring with Spring Bloom, Dream Hill Coffee’s medium-dark roast masterpiece. Discover the perfect harmony of toasted almonds, rich caramel, and subtle florals in every sip. Ethically sourced and expertly roasted, it’s the ideal way to embrace the season’s vibrancy, one cup at a time.",https://dreamhillcoffee.com/product/spring-bloom-medium-dark-roast-coffee-2/,https://dreamhillcoffee.com/wp-content/uploads/2023/09/1-4.png,250g,
Dream Hill Coffee,"Summer Breeze – Light Roast | Natural (250g, Single Origin, 100% Arabica Coffee)",₹ 620.00 Original price was: ₹620.00. ₹ 580.00 Current price is: ₹580.00.,₹,"Indulge in the tranquility of a summer morning with Summer Breeze, Dream Hill Coffee’s exquisite light roast. Savor the bright, citrusy notes, delicate florals, and a hint of tropical fruit in every sip. Ethically sourced and masterfully roasted, it’s the perfect way to capture the essence of a serene summer day, one cup at a time.",https://dreamhillcoffee.com/product/summer-breeze-light-roast-coffee/,https://dreamhillcoffee.com/wp-content/uploads/2023/09/1-2.png,250g,
Dream Hill Coffee,"Summer Breeze – Light Roast | Washed (250g, Single Origin, 100% Arabica Coffee)",₹ 620.00 Original price was: ₹620.00. ₹ 580.00 Current price is: ₹580.00.,₹,"Indulge in the tranquility of a summer morning with Summer Breeze, Dream Hill Coffee’s exquisite light roast. Savor the bright, citrusy notes, delicate florals, and a hint of tropical fruit in every sip. Ethically sourced and masterfully roasted, it’s the perfect way to capture the essence of a serene summer day, one cup at a time.",https://dreamhillcoffee.com/product/summer-breeze-light-roast-wahsed-coffee/,https://dreamhillcoffee.com/wp-content/uploads/2023/09/1-3.png,250g,
